lg2 n,sorted,sorted variance,reversed,reversed variance,random,random variance,min_sort,min_rev,min_rand,max_sort,max_rev,max_rand
0,None,None,None,None,None,None,None,None,None,None,None,None
1,0.00013422966003417971,1.1723761872417525e-07,0.0,0.0,6.378491719563803e-05,5.695921926316157e-08,0.0,0.0,0.0,0.0010371208190917969,0.0,0.0009567737579345703
2,6.726582845052083e-05,6.334568347988859e-08,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0010089874267578125,0.0,0.0
3,6.667772928873698e-05,6.224287416342932e-08,0.0,0.0,6.589889526367187e-05,6.079730155761353e-08,0.0,0.0,0.0,0.0010001659393310547,0.0,0.0009884834289550781
4,6.755193074544273e-05,6.388568686411924e-08,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0010132789611816406,0.0,0.0
5,6.616910298665363e-05,6.129690266081727e-08,0.0,0.0,0.0001300493876139323,1.099962436354771e-07,0.0,0.0,0.0,0.0009925365447998047,0.0,0.0009970664978027344
6,0.0,0.0,6.704330444335939e-05,6.292726538958959e-08,6.707509358723958e-05,6.298695451631728e-08,0.0,0.0,0.0,0.0,0.0010056495666503906,0.0010061264038085938
7,0.0,0.0,0.0,0.0,6.60101572672526e-05,6.10027720742639e-08,0.0,0.0,0.0,0.0,0.0,0.000990152359008789
8,6.656646728515625e-05,6.203532393556088e-08,6.650288899739583e-05,6.191687942999933e-08,0.0,0.0,0.0,0.0,0.0,0.0009984970092773438,0.0009975433349609375,0.0
9,0.0006649017333984375,2.210882727619416e-07,0.00026510556538899736,1.9328734854045455e-07,6.558100382486978e-05,6.021215287748621e-08,0.0,0.0,0.0,0.0010097026824951172,0.00099945068359375,0.0009837150573730469
10,0.001001898447672526,2.0762753491807462e-11,0.0008669217427571614,1.1562516697772989e-07,6.669362386067709e-05,6.227255249137267e-08,0.0009968280792236328,0.0,0.0,0.001012563705444336,0.0010023117065429688,0.0010004043579101562
11,0.0032040437062581376,4.3045264394297393e-07,0.002137931187947591,1.141118208478373e-07,6.731351216634114e-05,6.34355248823542e-08,0.0019979476928710938,0.0019843578338623047,0.0,0.004021883010864258,0.003000020980834961,0.0010097026824951172
12,0.01180119514465332,1.6219835439793893e-07,0.008538325627644856,2.4540662606240247e-07,0.00020194053649902344,1.632018969151735e-07,0.010981082916259766,0.007997512817382812,0.0,0.012024641036987305,0.009017705917358398,0.0010344982147216797
13,0.049134047826131184,5.73897420650206e-05,0.03413373629252116,1.1477508956482395e-07,0.0005352020263671874,2.5072124723616674e-07,0.04498887062072754,0.0339813232421875,0.0,0.07202291488647461,0.03500056266784668,0.0010268688201904297
14,0.185136079788208,4.14265495995399e-05,0.13900011380513508,0.0001368380422526469,0.0009985923767089843,8.86135846182396e-11,0.18200087547302246,0.13300013542175293,0.0009808540344238281,0.20899510383605957,0.17998290061950684,0.0010180473327636719
15,0.7384658654530843,0.0001380578236547888,0.5461359977722167,0.00011303524951472296,0.0022693475087483725,1.9245698897268282e-07,0.7299766540527344,0.5339839458465576,0.0019822120666503906,0.7739853858947754,0.5670180320739746,0.0030002593994140625
16,2.994731553395589,0.001626994127687395,2.224733257293701,0.00795304838190837,0.004931084314982096,6.225756401868735e-08,2.9350223541259766,2.1519775390625,0.0039975643157958984,3.0589792728424072,2.5069994926452637,0.0050008296966552734
17,12.2977467695872,0.3145143323940971,8.938543891906736,0.024916375192210807,0.011266756057739257,3.249871815569349e-07,11.68398928642273,8.642999649047852,0.010000228881835938,14.098999738693237,9.237017631530762,0.01199960708618164
18,46.868847942352296,5.427231768177021,33.4197338104248,0.013793796879078292,0.021334520975748703,2.2331121929002803e-07,45.60496377944946,33.281015396118164,0.020991802215576172,55.027791023254395,33.76098155975342,0.022011518478393555
19,182.97033268610636,0.03668972974614547,133.61333486239113,0.013922237252448727,0.04440024693806966,6.349874325274454e-07,182.77699875831604,133.4389820098877,0.0429997444152832,183.47599530220032,133.8450150489807,0.04598522186279297
20,734.007933028539,6.062471856792321,535.6175303300222,0.2896823466784608,0.09186352094014484,5.158504326472148e-07,733.0849821567535,535.2539916038513,0.09099245071411133,743.2000136375427,537.4939796924591,0.09300017356872559
