lg2 n,sorted,sorted variance,reversed,reversed variance,random,random variance,min_sort,min_rev,min_rand,max_sort,max_rev,max_rand
0,0.009915908177693685,0.0013765532898383352,0.0,0.0,6.669362386067709e-05,6.227255249137267e-08,0.0,0.0,0.0,0.14873862266540527,0.0,0.0010004043579101562
1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
7,6.635983784993489e-05,6.165079311257513e-08,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0009953975677490234,0.0,0.0
8,0.0,0.0,0.00013338724772135415,1.1564963996433006e-07,0.0,0.0,0.0,0.0,0.0,0.0,0.0010025501251220703,0.0
9,0.0,0.0,0.00013397534688313798,1.1667287910515574e-07,6.685256958007813e-05,6.256972483242862e-08,0.0,0.0,0.0,0.0,0.0010085105895996094,0.0010027885437011719
10,0.00013365745544433594,1.1615679644213135e-07,0.0005331993103027344,2.48787901000469e-07,6.667772928873698e-05,6.224287416342932e-08,0.0,0.0,0.0,0.0010194778442382812,0.0010056495666503906,0.0010001659393310547
11,0.0,0.0,0.0017301718393961587,1.9532116362420813e-07,0.0007989883422851562,1.5961772381463867e-07,0.0,0.0009944438934326172,0.0,0.0,0.002016782760620117,0.0010056495666503906
12,0.0,0.0,0.006667836507161458,2.202942404336581e-07,0.0031330108642578123,1.1574174398750378e-07,0.0,0.006000041961669922,0.0029823780059814453,0.0,0.007006406784057617,0.004000186920166016
13,0.0,0.0,0.025732056299845377,5.93818409066039e-07,0.012869310379028321,2.475990125579601e-07,0.0,0.02499842643737793,0.011999130249023438,0.0,0.02800607681274414,0.014004707336425781
14,0.0,0.0,0.10033534367879232,6.189186286873219e-07,0.05073245366414388,6.000888384328925e-07,0.0,0.0989999771118164,0.048989057540893555,0.0,0.10201573371887207,0.052014827728271484
15,0.0,0.0,0.3987328847249349,2.7250517743798233e-06,0.19973452885945636,6.068922832330141e-07,0.0,0.39699506759643555,0.19797873497009277,0.0,0.40400147438049316,0.2010176181793213
16,0.0002000013987223307,1.6000234659764426e-07,1.595932451883952,3.928724700522797e-06,0.8043338775634767,0.00021980693757238127,0.0,1.5929999351501465,0.7939982414245605,0.0010006427764892578,1.599001169204712,0.8499884605407715
17,0.00013337135314941406,1.1562148301891283e-07,6.405735238393148,0.0006267685956153317,3.203399976094564,0.0006128065812820044,0.0,6.391000509262085,3.1819992065429688,0.0010006427764892578,6.496982574462891,3.2899999618530273
18,0.0003343582153320312,2.236675512297855e-07,25.683134015401208,0.005933382250338883,12.822467263539632,0.0014495413661618076,0.0,25.606998443603516,12.781999349594116,0.0010280609130859375,25.87501811981201,12.911998987197876
19,0.0004662354787190754,2.484302881890067e-07,102.7450651963552,0.007115566239087544,51.35553366343181,0.005563015692007105,0.0,102.64101147651672,51.2639946937561,0.0010008811950683594,102.90496778488159,51.5500168800354
20,0.0011301835378011067,1.164882835130104e-07,424.5047450065613,472.19560964813024,208.00118621190387,10.013043688262535,0.000980377197265625,411.32098484039307,205.45300388336182,0.0020003318786621094,486.79337453842163,216.96379613876343
