lg2 n,sorted  ,reversed,random  ,min_sort,min_rev ,min_rand,max_sort,max_rev ,max_rand
0   ,1.0109250545502036e-06,1.1762704849243022e-06,9.952585697173755e-07,0.0     ,0.0     ,0.0     ,0.0010457038879394531,0.001035451889038086,0.00103354454040527341   1,1.1111929416656645e-06,1.2083396911620938e-06,1.084067344665542e-06,0.0     ,0.0     ,0.0     ,0.0010569095611572266,0.0010368824005126953,0.00103998184204101562   2,1.16222620010369e-06,1.1492979526520408e-06,1.2273633480072416e-06,0.0     ,0.0     ,0.0     ,0.0010344982147216797,0.0010313987731933594,0.00104641914367675783   3,1.0861871242523243e-06,1.2995619773864912e-06,1.2906117439269995e-06,0.0     ,0.0     ,0.0     ,0.0010516643524169922,0.0010342597961425781,0.00105428695678710944   4,1.2972247600555392e-06,1.2747921943664319e-06,1.2384285926819153e-06,0.0     ,0.0     ,0.0     ,0.0010368824005126953,0.0010454654693603516,0.00104975700378417975   5,1.3851575851440247e-06,1.4247846603393118e-06,1.3797788619995565e-06,0.0     ,0.0     ,0.0     ,0.0010612010955810547,0.0029976367950439453,0.00105786323547363286   6,1.3418345451355226e-06,1.249679327011117e-06,1.3031344413758486e-06,0.0     ,0.0     ,0.0     ,0.0010306835174560547,0.0010340213775634766,0.0010321140289306647   7,1.736908197402965e-06,1.7971832752228414e-06,1.8993160724639822e-06,0.0     ,0.0     ,0.0     ,0.0010340213775634766,0.0010268688201904297,0.00104069709777832038   8,3.058990955352828e-06,3.0922272205352044e-06,2.5011210441588553e-06,0.0     ,0.0     ,0.0     ,0.0010311603546142578,0.001997232437133789,0.00121045112609863289   9,3.7639350891113935e-06,3.7774083614349173e-06,4.113595724105735e-06,0.0     ,0.0     ,0.0     ,0.008999824523925781,0.0010464191436767578,0.001098871231079101610  10,6.235458135604798e-06,6.224514245986884e-06,6.548115491867445e-06,0.0     ,0.0     ,0.0     ,0.001352548599243164,0.0010292530059814453,0.001411199569702148411  11,1.3064367532730049e-05,1.4583936929702871e-05,1.542274379730253e-05,0.0     ,0.0     ,0.0     ,0.0019960403442382812,0.0020046234130859375,0.00200152397155761712  12,2.5213429212569753e-05,2.6337416410446027e-05,2.8797456741333542e-05,0.0     ,0.0     ,0.0     ,0.001995086669921875,0.0029888153076171875,0.00401139259338378913  13,4.90233373641961e-05,5.105013751983487e-05,6.886050200462304e-05,0.0     ,0.0     ,0.0     ,0.003000020980834961,0.0040056705474853516,0.002989292144775390614  14,9.098173332214175e-05,8.001635551452782e-05,0.00013371827363967872,0.0     ,0.0     ,0.0     ,0.006000518798828125,0.0015041828155517578,0.02099943161010742215  15,0.000166985177278517,0.0001647652359008772,0.00029028791737556746,0.0     ,0.0     ,0.0     ,0.0030028820037841797,0.0030019283294677734,0.01299691200256347716  16,0.00033272758650778846,0.00033585843706130904,0.0006486375670433429,0.0     ,0.0     ,0.0     ,0.0039980411529541016,0.00899958610534668,0.02600431442260742217  17,0.0007469918448925175,0.0007400030131339679,0.0023894849216939034,0.0     ,0.0     ,0.0     ,0.007020235061645508,0.016002178192138672,0.0439898967742919918  18,0.0018289068934917467,0.0018464083921909682,0.008241756296873182,0.0005402565002441406,0.0005466938018798828,0.0059473514556884766,0.024000167846679688,0.02299809455871582,0.0879995822906494119  19,0.00345815300750729,0.0034267189774513504,0.01898098851251634,0.0019729137420654297,0.001970052719116211,0.016956329345703125,0.013999700546264648,0.014007091522216797,0.1139981746673584
