lg2 n,sorted,sorted variance,reversed,reversed variance,random,random variance,min_sort,min_rev,min_rand,max_sort,max_rev,max_rand
0,None,None,None,None,None,None,None,None,None,None,None,None
1,8.3666666666223e-06,4.479555556090984e-12,5.506666666654781e-06,3.3528888892672474e-13,8.533333333223443e-06,1.6035288889271972e-10,4.89999999953028e-06,4.5999999995771645e-06,4.699999999857596e-06,1.2400000000134526e-05,7.000000000090267e-06,5.590000000044171e-05
2,8.953333333453866e-06,1.2878248888967378e-10,5.67333333337435e-06,3.5662222228654873e-13,5.693333333371222e-06,2.579555554991393e-13,5.300000000652005e-06,4.89999999953028e-06,4.999999999810711e-06,5.1400000000256796e-05,6.700000000137152e-06,7.000000000090267e-06
3,6.266666666595218e-06,6.462222222781378e-13,6.386666666576464e-06,2.967822222956998e-12,5.946666666763652e-06,5.182222220102437e-14,5.699999999997374e-06,5.400000000044258e-06,5.400000000044258e-06,9.200000000042508e-06,1.2600000000695388e-05,6.399999999295858e-06
4,6.993333333168058e-06,1.845955555271216e-12,6.746666666757051e-06,9.438222219664308e-13,6.113333333364797e-06,1.9982222223608286e-13,6.099999999342742e-06,5.699999999997374e-06,5.400000000044258e-06,1.1799999999340116e-05,8.900000000089392e-06,7.000000000090267e-06
5,7.953333333314088e-06,1.6915555561689676e-13,7.639999999990245e-06,1.4240000003838757e-13,8.053333333239246e-06,3.577155556069875e-12,7.499999999716067e-06,7.09999999948252e-06,7.000000000090267e-06,8.700000000416708e-06,8.300000000183161e-06,1.3500000000554735e-05
6,1.2820000000068888e-05,3.469333332683174e-13,1.1100000000041632e-05,1.4133333337994935e-13,9.08000000006126e-06,1.1893333329221198e-13,1.210000000018141e-05,1.0500000000135401e-05,8.500000000744024e-06,1.4199999999853219e-05,1.1699999999947863e-05,9.799999999948739e-06
7,3.194000000004138e-05,4.095306666682576e-11,2.6306666666719992e-05,2.3192888888821393e-12,1.2986666666551608e-05,6.19822222403233e-13,2.7199999999893976e-05,2.4400000000035504e-05,1.2199999999573663e-05,5.5099999999974614e-05,3.059999999965868e-05,1.5000000000320313e-05
8,9.855333333342503e-05,3.5103822222126593e-11,7.818666666660572e-05,1.4030488887421187e-11,2.3820000000066938e-05,7.939493333005713e-11,8.650000000010039e-05,7.200000000029405e-05,2.040000000036457e-05,0.00010680000000018453,8.539999999968018e-05,5.709999999936599e-05
9,0.00046233333333329797,8.422840088881614e-08,0.0002898600000000565,6.167250666658277e-10,3.944666666656123e-05,5.6838222217788525e-12,0.0003652999999994577,0.0002534999999994625,3.619999999937562e-05,0.001545399999999475,0.00036769999999997083,4.47999999995119e-05
10,0.001507626666666558,3.3907579262257443e-07,0.001157973333333473,5.0918145955577814e-08,7.963999999992903e-05,4.446639999813803e-11,0.000784599999999358,0.0009123000000004211,7.320000000010651e-05,0.003535500000000802,0.0017135000000001455,0.00010179999999948564
11,0.006047300000000177,3.3316125333327527e-07,0.004262599999999908,1.221988906667416e-07,0.00015650000000017408,1.2999066666609134e-10,0.005308300000000266,0.0033570999999996687,0.00011510000000036769,0.007378600000000013,0.004925400000000302,0.00016490000000057847
12,0.024781166666666722,4.865014723555076e-06,0.018052860000000004,2.186782503733646e-06,0.0003411066666667277,2.1991259555433926e-09,0.022471000000000352,0.016276500000000027,0.0003162000000003218,0.029842399999999714,0.021523700000000368,0.0005141999999995761
13,0.09429726666666637,5.3389661622226705e-06,0.0773754399999998,8.938824739440271e-05,0.0008215466666666061,1.0216028515552192e-07,0.09070179999999972,0.06768019999999986,0.000653899999999652,0.10053590000000057,0.09865220000000008,0.0019244000000000483
14,0.37839221999999983,6.832268464160316e-05,0.2556475133333334,0.00029002339361316266,0.0013956600000000208,5.883771439997067e-08,0.36358669999999904,0.2293529999999997,0.001046999999999798,0.3942957000000007,0.2882706000000006,0.0017830000000031987
15,1.2860501933333333,0.008636570486789903,0.820720053333333,0.0024782108204812105,0.0027052333333353806,2.002094102218049e-07,1.1236754000000033,0.7155634000000006,0.0021705000000054042,1.4852661000000005,0.9068043999999986,0.0032557000000039693
16,4.745693433333333,0.4213087474400074,3.118002506666662,0.024761545894939795,0.00629105333333655,5.829007704924549e-07,4.259913699999991,2.9290494999999908,0.0047246999999970285,6.2122474999999895,3.476688699999997,0.007029500000015787
17,15.54244238666666,0.6468038428834172,11.021425219999987,0.024197248933374167,0.0116880933333429,2.2296358313213116e-06,14.675662499999987,10.688508600000034,0.010344499999973777,17.3064263,11.263713100000018,0.01491559999999481
18,61.645964019999994,6.307048966915034,53.274603619999965,27.94369386966514,0.028315739999955746,3.3346004358539886e-06,59.40224109999997,46.87270330000001,0.02445209999996223,67.76052809999987,62.36052700000005,0.031006300000171905
19,258.0537509266666,206.67488895683263,181.6661227933336,49.50855544282527,0.0552074666666158,2.2201030632242815e-05,241.99171079999996,176.91453920000095,0.048821599999428145,287.67144839999946,201.89637480000056,0.0636888999997609
20,994.9714945466662,5818.730276488548,780.6569085399998,7447.509951963112,0.11265530666666261,3.4915330454389174e-05,885.3952429000019,672.1323037000002,0.1058504999964498,1109.573873199999,898.2185725999989,0.12742110000544926
